serial_number,order_id,order_date,delivery_date,time_of_order,time_of_delivery,delivery_mode,sales_agent,payment_mode,delivery_rating,product_id,customer_id,sales,quantity,percent_discount,profit
1868,C-21489-8209,24-08-2020,28-08-2020,9:55 AM,11:26 AM,Standard Class,Robert Paige,Cash,4,HWW-0845,VCS-3309,58.48,8,0,27.4856
4499,C-52019-8209,24-08-2020,28-08-2020,9:41 AM,9:37 AM,Second Class,John Wick,Cash,1,NMG-0020,PMJ-1022,199.304,4,30,-8.5416
4592,C-14872-82016,24-08-2020,26-08-2020,4:01 PM,1:26 PM,First Class,Robert Hemsworth,Cash,4,SOB-0167,JNO-9330,21.3,3,0,9.798
5624,C-61743-82013,24-08-2020,26-08-2020,1:18 PM,1:23 PM,Second Class,Nora Zypern,Cash,4,MWW-0849,BPP-7953,9.912,3,20,3.2214
1576,C-73423-82013,25-08-2020,30-08-2020,1:58 PM,12:02 PM,Standard Class,John McCarthy,Credit card,3,AWB-0969,AAA-8769,101.94,6,0,29.5626
1577,B-41665-8209,25-08-2020,30-08-2020,9:53 AM,2:30 PM,Standard Class,Edward Ruffalo,Bank Transfer,2,BWP-0811,KCO-8353,283.92,5,20,-46.137
4005,C-50151-82011,25-08-2020,25-08-2020,11:58 AM,3:29 PM,Same Day,Edward Ruffalo,Cash,1,LMW-0767,COH-3082,7.12,5,20,0.712
4006,B-37619-82015,25-08-2020,25-08-2020,3:57 PM,4:34 PM,Same Day,Anthony Evans,Bank Transfer,4,SWW-0731,GTB-5229,15.968,2,20,5.3892
4007,B-90719-82013,25-08-2020,25-08-2020,1:00 PM,1:51 PM,Same Day,Dave Brockman,Bank Transfer,2,SWP-0554,COG-2702,11.12,5,20,0.834
767,B-45409-8209,27-08-2020,01-09-2020,9:32 AM,5:32 PM,Standard Class,Tom Renner,Bank Transfer,1,SMW-0770,ZOS-1180,710.832,3,20,-97.7394
4719,C-17309-82010,27-08-2020,31-08-2020,10:39 AM,10:28 AM,Standard Class,John McCarthy,Credit card,4,KWW-0600,DCS-4598,3.15,1,0,1.512
4768,B-66684-82010,28-08-2020,04-09-2020,10:11 AM,4:46 PM,Standard Class,Robert Hemsworth,Bank Transfer,4,ZMY-0700,COG-2702,289.8,7,20,36.225
4769,D-25615-82011,28-08-2020,04-09-2020,11:45 AM,1:13 PM,Standard Class,Chris Jr,Debit Card,3,RMW-0758,BFB-7101,9.728,2,20,3.2832
4770,D-89348-82017,28-08-2020,04-09-2020,5:18 PM,2:39 PM,Standard Class,John McCarthy,Debit Card,4,RMW-0562,TCL-8241,12.645,5,70,-10.116
5572,C-76484-82014,28-08-2020,01-09-2020,2:33 PM,11:55 AM,Standard Class,Robert Paige,Credit card,3,TMP-0390,OME-7301,60.72,3,0,23.6808
1391,D-67043-82015,31-08-2020,02-09-2020,3:57 PM,11:51 AM,First Class,Robert Hemsworth,Debit Card,1,POW-0170,SNG-3985,68.432,7,20,8.554
1392,B-38372-82015,31-08-2020,02-09-2020,3:45 PM,11:57 AM,First Class,Dave Brockman,Bank Transfer,4,AMG-0873,GTB-5229,11.34,3,0,5.2164
198,B-52693-92010,01-09-2020,04-09-2020,10:00 AM,9:41 AM,Second Class,Edward Ruffalo,Bank Transfer,2,AMG-0879,LMT-5921,2.896,2,20,0.4706
199,B-18744-92012,01-09-2020,04-09-2020,12:46 PM,2:38 PM,Second Class,Nora Zypern,Bank Transfer,2,ZKY-0312,JCL-4472,11.52,5,20,4.176
1659,D-87373-92013,01-09-2020,08-09-2020,1:22 PM,3:30 PM,Standard Class,Anthony Evans,Debit Card,3,MWB-0846,MCL-8312,81.96,2,0,22.9488
1660,B-94639-92011,01-09-2020,08-09-2020,11:50 AM,12:10 PM,Standard Class,Edward Ruffalo,Bank Transfer,5,FMB-0558,BCP-5078,8.62,1,0,2.2412
1661,D-77091-92013,01-09-2020,08-09-2020,1:05 PM,3:39 PM,Standard Class,Chris Jr,Debit Card,5,ZWW-0826,DNO-1299,9.84,2,0,4.7232
54,C-37934-9209,03-09-2020,08-09-2020,9:29 AM,1:32 PM,Standard Class,John McCarthy,Credit card,3,RWB-0362,WPP-4399,5.872,2,20,2.1286
308,C-16331-9209,03-09-2020,07-09-2020,9:54 AM,3:21 PM,Standard Class,Tom Renner,Cash,4,OWB-0737,KTS-3922,12.144,3,20,4.0986
1098,B-26866-92014,03-09-2020,05-09-2020,2:48 PM,12:02 PM,First Class,Robert Hemsworth,Bank Transfer,4,NWB-0118,JWS-4814,97.568,2,20,-6.098
2633,C-74226-92014,03-09-2020,08-09-2020,2:10 PM,3:37 PM,Standard Class,Nora Zypern,Credit card,4,FKR-0431,GTH-6671,208.16,1,0,56.2032
2634,C-18608-92013,03-09-2020,08-09-2020,1:22 PM,10:56 AM,Standard Class,John Wick,Credit card,5,AWP-0807,ACL-1604,31.08,4,0,8.3916
3564,B-96427-92010,03-09-2020,08-09-2020,10:42 AM,3:51 PM,Standard Class,Anthony Evans,Bank Transfer,3,UMW-0254,SNN-7939,44.4,2,60,-52.17
5006,B-23263-92014,03-09-2020,07-09-2020,2:36 PM,9:46 AM,Second Class,John Wick,Bank Transfer,5,IKB-0242,TOT-7994,595.38,6,0,297.69
658,C-56814-92017,04-09-2020,08-09-2020,5:51 PM,12:36 PM,Standard Class,Robert Paige,Credit card,3,ZOW-0527,BCP-5078,14.576,2,20,2.3686
659,C-44860-92014,04-09-2020,08-09-2020,2:56 PM,5:11 PM,Standard Class,Robert Paige,Cash,1,CMB-0336,DTH-2836,289.24,7,0,26.0316
2502,B-23719-92016,04-09-2020,09-09-2020,4:33 PM,5:05 PM,Standard Class,Nora Zypern,Bank Transfer,3,JOW-0887,BAP-5546,280.792,1,20,35.099
3246,C-52040-9209,04-09-2020,08-09-2020,9:46 AM,3:19 PM,Standard Class,Robert Hemsworth,Credit card,4,LWB-0977,JNM-9909,54.9,5,0,26.901
1042,C-99207-92011,05-09-2020,09-09-2020,11:19 AM,12:00 PM,Standard Class,Nora Zypern,Credit card,5,AWW-0780,JPP-6945,24.1,5,0,11.086
1043,C-71861-92014,05-09-2020,09-09-2020,2:08 PM,12:50 PM,Standard Class,John Wick,Credit card,5,NWB-0021,JWS-2264,205.164,2,10,13.6776
1044,C-15213-92014,05-09-2020,09-09-2020,2:33 PM,4:37 PM,Standard Class,Robert Paige,Cash,4,MWB-0544,SPP-9833,8.544,2,60,-7.476
2651,D-32437-92011,05-09-2020,11-09-2020,11:16 AM,10:49 AM,Standard Class,John McCarthy,Debit Card,4,SMG-0210,EIC-1982,27.72,3,20,3.465
2652,B-81977-92014,05-09-2020,11-09-2020,2:10 PM,10:17 AM,Standard Class,John Wick,Bank Transfer,4,NMB-0062,JWS-4814,199.98,2,0,37.9962
3124,C-46735-9209,05-09-2020,10-09-2020,9:45 AM,5:33 PM,Standard Class,Tom Renner,Cash,5,GSW-0373,CPP-8584,4.752,4,80,-8.316
3924,B-81991-92014,05-09-2020,12-09-2020,2:15 PM,12:09 PM,Standard Class,Edward Ruffalo,Bank Transfer,3,SWP-0459,BFB-7101,16.4,5,0,4.756
1300,C-88438-9209,06-09-2020,12-09-2020,9:13 AM,3:14 PM,Standard Class,Anthony Evans,Credit card,1,AWP-0593,KIC-4081,27.792,3,20,10.422
1301,B-43783-92016,06-09-2020,12-09-2020,4:17 PM,3:24 PM,Standard Class,Robert Paige,Bank Transfer,1,NMW-0028,BCA-2849,141.372,2,30,-14.1372
2021,B-81860-92010,06-09-2020,13-09-2020,10:12 AM,1:07 PM,Standard Class,Edward Ruffalo,Bank Transfer,1,PWB-0687,DIL-5120,526.45,5,0,31.587
2958,C-16230-92013,06-09-2020,10-09-2020,1:00 PM,9:47 AM,Standard Class,Tom Renner,Credit card,2,LWP-0980,JIC-5265,13.84,4,80,-22.144
3679,B-55531-9209,06-09-2020,08-09-2020,9:17 AM,1:45 PM,Second Class,John Wick,Bank Transfer,4,TMB-0413,BWG-3988,194.32,4,0,56.3528
3738,D-66087-92016,06-09-2020,12-09-2020,4:28 PM,1:27 PM,Standard Class,Anthony Evans,Debit Card,4,AWB-0332,LFM-3904,4.836,2,80,-12.09
5199,D-87521-92013,06-09-2020,12-09-2020,1:49 PM,4:54 PM,Standard Class,Dave Brockman,Debit Card,5,NMW-0072,SCN-8487,339.92,5,20,8.498
5903,C-52397-92011,06-09-2020,09-09-2020,11:17 AM,10:45 AM,Second Class,Chris Jr,Cash,5,AMB-0790,BIP-7681,5.92,4,0,2.8416
2414,B-36645-92017,07-09-2020,07-09-2020,5:43 PM,5:04 PM,Same Day,John McCarthy,Bank Transfer,4,AWG-0962,ESS-8304,43,5,0,20.21
2971,C-94207-92011,07-09-2020,14-09-2020,11:43 AM,11:19 AM,Standard Class,Dave Brockman,Cash,4,MWR-0880,JPP-6945,6.46,2,0,3.1654
2972,D-41943-92012,07-09-2020,14-09-2020,12:48 PM,5:42 PM,Standard Class,Robert Paige,Debit Card,4,ZMB-0658,LCA-9906,8.26,2,0,3.7996
4000,C-26474-92014,07-09-2020,09-09-2020,2:22 PM,4:30 PM,Second Class,Robert Paige,Cash,5,FMB-0369,FOD-4104,146.76,3,0,38.1576
5099,C-63447-92012,07-09-2020,12-09-2020,12:14 PM,1:29 PM,Standard Class,Chris Jr,Credit card,1,RMB-0365,JAP-9226,11.96,2,0,2.99
5100,C-68355-92010,07-09-2020,12-09-2020,10:48 AM,10:22 AM,Standard Class,Dave Brockman,Cash,4,ZMY-0700,AGC-8868,51.75,1,0,15.525
5101,B-62487-92010,07-09-2020,12-09-2020,10:58 AM,1:02 PM,Standard Class,John McCarthy,Bank Transfer,4,RSW-0500,BCP-5078,5.56,2,0,1.4456
3677,C-47389-9209,08-09-2020,14-09-2020,9:27 AM,5:30 PM,Standard Class,Nora Zypern,Credit card,5,CWO-0132,JCB-5229,19.456,4,20,3.4048
2048,D-45603-92010,10-09-2020,14-09-2020,10:13 AM,3:53 PM,Standard Class,John Wick,Debit Card,1,SWP-0224,BIE-4041,71.088,2,20,-1.7772
2049,C-58825-9209,10-09-2020,14-09-2020,9:28 AM,2:38 PM,Standard Class,Robert Hemsworth,Cash,4,AOG-0248,CPP-8584,4.448,2,20,0.3336
4247,B-92065-92013,10-09-2020,17-09-2020,1:18 PM,3:59 PM,Standard Class,John McCarthy,Bank Transfer,3,CWG-0988,DPP-4105,6.984,1,20,2.3571
4422,C-13321-92016,10-09-2020,16-09-2020,4:25 PM,12:57 PM,Standard Class,Tom Renner,Cash,2,ZWW-0625,AWS-7419,24.816,3,20,8.3754
4569,C-59941-92016,10-09-2020,14-09-2020,4:07 PM,10:24 AM,Standard Class,John Wick,Credit card,2,POM-0997,AWS-7419,124.36,2,0,27.3592
1959,B-55162-92010,11-09-2020,15-09-2020,10:15 AM,11:09 AM,Standard Class,Nora Zypern,Bank Transfer,5,AMW-0092,AMM-4090,52.98,2,0,14.8344
1960,C-78199-92014,11-09-2020,15-09-2020,2:50 PM,10:20 AM,Standard Class,Edward Ruffalo,Cash,1,POP-0144,KCL-5780,25.984,1,20,-3.8976
3923,C-71928-92015,11-09-2020,16-09-2020,3:22 PM,2:13 PM,Standard Class,Robert Paige,Credit card,1,COW-1035,EWS-8300,55.008,3,20,17.19
4749,B-42022-92013,11-09-2020,15-09-2020,1:26 PM,1:05 PM,Second Class,Robert Hemsworth,Bank Transfer,5,POM-0997,JPP-5711,435.26,7,0,95.7572
5055,C-68147-92010,11-09-2020,12-09-2020,10:17 AM,10:03 AM,First Class,Edward Ruffalo,Credit card,4,EWP-0798,AGC-8868,36.4,5,0,17.108
5233,C-83953-92013,11-09-2020,18-09-2020,1:32 PM,9:04 AM,Standard Class,Dave Brockman,Credit card,4,SOW-0330,DMF-6201,366.744,4,30,-110.0232
5234,B-94306-92016,11-09-2020,18-09-2020,4:17 PM,3:57 PM,Standard Class,Dave Brockman,Bank Transfer,3,FKR-0431,ESS-8304,416.32,2,0,112.4064
5235,D-21563-92012,11-09-2020,18-09-2020,12:01 PM,9:45 AM,Standard Class,Robert Hemsworth,Debit Card,1,MOW-0189,LCA-9906,292.1,2,0,58.42
5236,D-31546-92017,11-09-2020,18-09-2020,5:18 PM,2:03 PM,Standard Class,John McCarthy,Debit Card,3,CWW-0987,CCH-7285,600.558,3,30,-8.5794
1710,B-67456-92012,12-09-2020,17-09-2020,12:02 PM,9:27 AM,Standard Class,John McCarthy,Bank Transfer,2,HMW-0630,HCL-7294,43.56,2,0,15.246
3077,B-89584-92013,12-09-2020,18-09-2020,1:09 PM,9:17 AM,Standard Class,Robert Hemsworth,Bank Transfer,5,NMB-0061,MVA-7512,359.97,3,0,79.1934
3078,D-90790-92010,12-09-2020,18-09-2020,10:38 AM,10:40 AM,Standard Class,Robert Paige,Debit Card,3,PWP-0174,BCL-1983,10.984,2,60,-7.9634
3079,C-75118-92011,12-09-2020,18-09-2020,11:34 AM,9:18 AM,Standard Class,Dave Brockman,Cash,4,TWW-0232,JTB-5569,24.85,5,0,7.7035
3080,C-19081-92016,12-09-2020,18-09-2020,4:49 PM,9:05 AM,Standard Class,Robert Hemsworth,Cash,3,SKW-0286,PIE-5355,17.94,3,0,6.4584
3068,D-83333-9209,13-09-2020,18-09-2020,9:52 AM,12:32 PM,Standard Class,Chris Jr,Debit Card,4,EMB-0674,KPP-9387,18.24,3,80,-31.008
3737,D-99353-92016,13-09-2020,19-09-2020,4:26 PM,10:11 AM,Standard Class,Dave Brockman,Debit Card,2,ZWW-0652,LFM-3904,8.88,5,80,-13.32
3999,D-40638-92015,13-09-2020,20-09-2020,3:02 PM,9:16 AM,Standard Class,Robert Hemsworth,Debit Card,2,HWB-0974,LFM-3904,16.784,4,80,-26.8544
4844,B-42606-92015,13-09-2020,17-09-2020,3:21 PM,5:15 PM,Second Class,Nora Zypern,Bank Transfer,2,PMB-0574,JNN-9204,12.72,3,0,6.36
4845,B-22075-92017,13-09-2020,17-09-2020,5:31 PM,2:16 PM,Second Class,Robert Hemsworth,Bank Transfer,1,NWB-0118,ESS-8304,182.94,3,0,27.441
4887,D-10043-92017,13-09-2020,17-09-2020,5:39 PM,1:04 PM,Standard Class,Tom Renner,Debit Card,5,NMS-0064,CCH-7285,1023.332,5,32,-30.098
5856,B-66608-92010,13-09-2020,15-09-2020,10:00 AM,3:50 PM,First Class,John Wick,Bank Transfer,2,SMG-0323,BCP-5078,9.02,2,0,3.5178
5857,C-11928-92011,13-09-2020,15-09-2020,11:50 AM,12:27 PM,First Class,John Wick,Credit card,5,ZMW-0618,CCO-2719,621.76,4,20,46.632
5858,C-77567-92014,13-09-2020,15-09-2020,2:27 PM,12:31 PM,First Class,Nora Zypern,Cash,5,SWB-0745,FOD-4104,14.94,3,0,7.0218
5859,D-27261-92013,13-09-2020,15-09-2020,1:44 PM,4:11 PM,First Class,John McCarthy,Debit Card,1,AMW-0092,SCN-8487,42.384,2,20,4.2384
5860,B-92554-92012,13-09-2020,15-09-2020,12:59 PM,10:12 AM,First Class,Robert Paige,Bank Transfer,3,SWB-0346,LMT-5921,109.48,2,0,33.9388
815,D-17546-92013,14-09-2020,19-09-2020,1:10 PM,10:44 AM,Standard Class,Dave Brockman,Debit Card,1,NWG-1010,SMD-2382,1403.92,5,20,70.196
1069,C-86866-92014,14-09-2020,18-09-2020,2:12 PM,2:05 PM,Standard Class,Anthony Evans,Credit card,2,EMG-0954,KCL-5780,12.828,2,70,-8.9796
2246,C-44881-92013,14-09-2020,18-09-2020,1:09 PM,12:41 PM,Standard Class,Robert Hemsworth,Cash,2,AWP-0915,RAH-5741,27.9,5,0,6.975
3506,D-16311-92015,14-09-2020,18-09-2020,3:39 PM,5:11 PM,Second Class,John Wick,Debit Card,2,MMR-0902,LFM-3904,2177.584,8,80,-3701.8928
704,B-36489-92013,15-09-2020,15-09-2020,1:35 PM,4:27 PM,Same Day,Dave Brockman,Bank Transfer,3,AMB-0588,MCS-9659,5,1,0,2.4
705,C-69025-92017,15-09-2020,15-09-2020,5:29 PM,2:55 PM,Same Day,Robert Paige,Cash,3,SMG-0208,WPP-4399,209.6,5,20,68.12
1322,D-74726-92013,15-09-2020,17-09-2020,1:20 PM,1:08 PM,Second Class,Robert Hemsworth,Debit Card,2,AWP-0894,KVS-2544,4.3,2,0,1.419
1373,D-11197-92017,15-09-2020,19-09-2020,5:55 PM,10:58 AM,Second Class,John McCarthy,Debit Card,3,OKB-0853,ESS-8304,8.28,2,0,2.9808
1374,D-40107-92017,15-09-2020,19-09-2020,5:39 PM,2:21 PM,Second Class,John Wick,Debit Card,1,EKG-0539,MCA-9119,48.81,3,0,23.9169
2240,D-58395-92013,15-09-2020,19-09-2020,1:23 PM,2:14 PM,Standard Class,Tom Renner,Debit Card,3,RMB-0640,LCP-8039,54.9,5,0,26.901
2241,C-73119-92017,15-09-2020,19-09-2020,5:09 PM,1:02 PM,Standard Class,Robert Hemsworth,Credit card,4,FMW-0820,WPP-4399,30.98,1,0,13.941
4410,C-50656-92011,15-09-2020,20-09-2020,11:47 AM,2:16 PM,Standard Class,Anthony Evans,Cash,4,COW-0769,AAP-8646,18.18,4,70,-13.938
5555,C-91421-92017,16-09-2020,21-09-2020,5:49 PM,5:33 PM,Standard Class,John Wick,Cash,4,GKG-0613,WPP-4399,892.136,7,20,111.517
20,C-13475-92015,17-09-2020,21-09-2020,3:09 PM,2:54 PM,Standard Class,Dave Brockman,Credit card,4,POB-0152,SNN-8223,25.83,7,0,12.1401
21,C-49390-92015,17-09-2020,21-09-2020,3:45 PM,5:48 PM,Standard Class,Dave Brockman,Credit card,1,UMB-0255,AFP-8127,4.224,3,20,1.2672
22,B-98815-92015,17-09-2020,21-09-2020,3:03 PM,4:52 PM,Standard Class,Dave Brockman,Bank Transfer,3,UTW-0380,VTC-9663,259.7,5,0,106.477
23,C-19824-92012,17-09-2020,21-09-2020,12:16 PM,4:29 PM,Standard Class,Tom Renner,Cash,2,TWG-0137,BIP-7681,30.18,3,0,13.8828
24,C-18675-92013,17-09-2020,21-09-2020,1:09 PM,10:14 AM,Standard Class,John McCarthy,Cash,4,TTW-0124,DOM-1082,1.392,2,80,-3.7584
25,B-81225-92014,17-09-2020,21-09-2020,2:28 PM,9:27 AM,Standard Class,Anthony Evans,Bank Transfer,1,CWW-0646,AMF-5037,122.352,3,20,13.7646
26,C-27387-92012,17-09-2020,21-09-2020,12:23 PM,3:26 PM,Standard Class,Anthony Evans,Credit card,1,AWW-0780,JAP-9226,24.1,5,0,11.086
990,C-99255-92015,17-09-2020,21-09-2020,3:15 PM,10:02 AM,Standard Class,John McCarthy,Credit card,1,XSP-0264,AFP-8127,31.104,6,20,10.8864
991,C-67407-92013,17-09-2020,21-09-2020,1:24 PM,10:07 AM,Standard Class,Dave Brockman,Cash,5,AWB-0284,RAH-5741,44.43,3,0,18.6606
1791,C-56035-92010,17-09-2020,21-09-2020,10:51 AM,2:58 PM,Standard Class,Dave Brockman,Cash,5,CKW-0838,HNN-9890,53.568,4,20,19.4184
2385,D-98224-92012,17-09-2020,20-09-2020,12:45 PM,5:55 PM,First Class,Edward Ruffalo,Debit Card,5,LWB-0802,NOC-6223,2.496,1,20,0.9048
3492,C-65113-9209,17-09-2020,23-09-2020,9:27 AM,5:49 PM,Standard Class,John Wick,Credit card,5,RMB-0528,JCB-5229,22.911,7,70,-17.5651
3493,C-49794-92012,17-09-2020,23-09-2020,12:27 PM,9:00 AM,Standard Class,Robert Paige,Credit card,1,SWP-0742,JAP-9226,29.52,4,0,14.4648
3494,B-38457-92016,17-09-2020,23-09-2020,4:35 PM,4:18 PM,Standard Class,John McCarthy,Bank Transfer,4,ZMG-0579,ESS-8304,14.62,2,0,6.8714
3495,B-42923-92010,17-09-2020,23-09-2020,10:42 AM,9:19 AM,Standard Class,Robert Hemsworth,Bank Transfer,3,DWG-0400,CMR-2099,24.32,8,0,8.2688
2193,C-58900-92015,18-09-2020,23-09-2020,3:22 PM,11:16 AM,Standard Class,Edward Ruffalo,Credit card,5,AMB-0928,RKH-2797,5.22,2,0,2.4012
2207,C-94282-92014,18-09-2020,23-09-2020,2:48 PM,11:18 AM,Standard Class,Anthony Evans,Credit card,4,PMP-0142,GTH-6671,17.96,5,20,5.837
2208,C-98161-92013,18-09-2020,23-09-2020,1:48 PM,5:40 PM,Standard Class,John McCarthy,Cash,2,AWP-0912,RAH-5741,265.86,7,0,79.758
773,B-65738-92012,19-09-2020,24-09-2020,12:56 PM,5:39 PM,Second Class,Edward Ruffalo,Bank Transfer,1,EWG-0801,HCL-7294,43.26,3,0,14.2758
5494,D-35312-92010,19-09-2020,24-09-2020,10:29 AM,1:45 PM,Standard Class,Edward Ruffalo,Debit Card,1,7WS-0105,BCL-1983,797.944,4,30,-56.996
5670,C-42725-92011,19-09-2020,23-09-2020,11:37 AM,11:39 AM,Standard Class,Edward Ruffalo,Credit card,1,CKB-0840,CCO-2719,5.904,2,20,1.9926
4754,C-14692-9209,20-09-2020,22-09-2020,9:50 AM,4:42 PM,First Class,Dave Brockman,Credit card,5,AWB-0483,JCB-5229,472.518,3,40,-149.6307
4771,B-33467-92010,20-09-2020,26-09-2020,10:32 AM,10:20 AM,Standard Class,Nora Zypern,Bank Transfer,4,SWW-0223,TCL-8311,1016.792,1,20,381.297
4857,B-93873-92015,20-09-2020,24-09-2020,3:34 PM,12:28 PM,Standard Class,Edward Ruffalo,Bank Transfer,3,ZKY-0312,JNN-9204,11.52,4,0,5.6448
4991,B-51561-92010,20-09-2020,26-09-2020,10:53 AM,2:16 PM,Standard Class,Anthony Evans,Bank Transfer,4,ROB-0863,TCL-8311,38.136,7,20,13.3476
5391,D-34321-92014,20-09-2020,24-09-2020,2:39 PM,11:50 AM,Standard Class,Dave Brockman,Debit Card,3,CTG-0508,FOD-4104,123.92,5,20,38.725
841,C-77757-92014,21-09-2020,24-09-2020,2:21 PM,10:38 AM,First Class,John McCarthy,Cash,1,PMB-0267,DTH-2836,69.456,2,20,22.5732
1638,C-79883-9209,21-09-2020,23-09-2020,9:13 AM,1:46 PM,First Class,Nora Zypern,Cash,4,AWB-0454,JTA-3086,32.67,3,0,8.4942
1639,C-88126-92016,21-09-2020,23-09-2020,4:10 PM,1:49 PM,First Class,Edward Ruffalo,Cash,2,NMB-0077,JWM-8190,523.392,3,20,52.3392
1801,C-92571-92014,21-09-2020,27-09-2020,2:46 PM,5:53 PM,Standard Class,Robert Paige,Credit card,5,7WS-0105,KCL-5780,598.458,3,30,-42.747
1802,B-67306-92011,21-09-2020,27-09-2020,11:51 AM,1:29 PM,Standard Class,Robert Paige,Bank Transfer,3,ZWW-0626,JCL-4472,41.72,5,20,13.0375
2261,C-10082-9209,21-09-2020,21-09-2020,9:43 AM,10:54 AM,Same Day,Dave Brockman,Cash,3,AWB-0916,CPP-8584,175.92,5,20,15.393
2735,B-75369-92016,21-09-2020,26-09-2020,4:19 PM,2:18 PM,Standard Class,Robert Hemsworth,Bank Transfer,4,XSY-0265,BAP-5546,88.04,5,20,6.603
3636,B-89561-92014,21-09-2020,26-09-2020,2:49 PM,9:38 AM,Standard Class,Robert Paige,Bank Transfer,4,LWW-0981,BCI-9584,17.48,5,20,1.311
3637,C-80957-9209,21-09-2020,26-09-2020,9:22 AM,2:03 PM,Standard Class,Robert Paige,Cash,5,UOW-0990,JCB-5229,309.456,9,20,34.8138
555,B-53247-92012,22-09-2020,22-09-2020,12:31 PM,5:02 PM,Same Day,Robert Paige,Bank Transfer,5,AWP-0456,JCL-4472,541.44,6,0,157.0176
3447,C-61727-92014,22-09-2020,26-09-2020,2:03 PM,1:43 PM,Second Class,John McCarthy,Credit card,1,AWW-0634,DFT-8824,148.257,3,15,15.6978
4612,C-56519-92010,22-09-2020,26-09-2020,10:49 AM,3:05 PM,Standard Class,Edward Ruffalo,Cash,5,AWW-0446,LPP-9786,21.34,2,0,9.8164
4613,C-26124-92011,22-09-2020,26-09-2020,11:05 AM,4:25 PM,Standard Class,Robert Hemsworth,Cash,3,ZOW-0297,CCL-1470,31.744,2,20,8.3328
5340,C-15706-92010,22-09-2020,26-09-2020,10:08 AM,3:01 PM,Second Class,Tom Renner,Credit card,5,RWP-0705,JPP-6945,10.2,5,0,4.794
872,C-10380-92010,24-09-2020,27-09-2020,10:53 AM,11:29 AM,Second Class,Edward Ruffalo,Cash,3,SWP-0224,ANN-1987,79.974,3,40,-29.3238
971,C-59059-92014,24-09-2020,30-09-2020,2:46 PM,3:54 PM,Standard Class,Robert Hemsworth,Credit card,4,SWB-0830,MCS-9528,5.184,1,20,1.8144
2024,D-82007-92017,24-09-2020,28-09-2020,5:52 PM,4:49 PM,Standard Class,Edward Ruffalo,Debit Card,4,TWR-0111,BLM-3639,149.9,5,0,40.473
2025,C-36499-9209,24-09-2020,28-09-2020,9:54 AM,12:19 PM,Standard Class,Nora Zypern,Cash,4,AWG-0453,ACS-9434,1.964,2,80,-3.2406
2913,C-84287-92017,24-09-2020,26-09-2020,5:20 PM,4:02 PM,Second Class,Edward Ruffalo,Cash,5,TWP-0864,WPP-4399,363.92,5,20,-31.843
2914,B-90335-92014,24-09-2020,26-09-2020,2:53 PM,9:07 AM,Second Class,Robert Paige,Bank Transfer,3,BOB-0182,SWM-3062,60.69,7,0,16.3863
3401,D-63968-9209,24-09-2020,28-09-2020,9:18 AM,9:39 AM,Standard Class,Nora Zypern,Debit Card,1,CWB-0256,SCS-2099,3.798,3,80,-5.8869
3402,B-27126-92014,24-09-2020,28-09-2020,2:39 PM,5:42 PM,Standard Class,Dave Brockman,Bank Transfer,2,SMG-0386,CGR-2213,35.04,2,0,12.264
5395,C-28771-92010,24-09-2020,29-09-2020,10:59 AM,12:58 PM,Second Class,Nora Zypern,Cash,4,BWW-0763,JPP-6945,22.32,3,0,5.58
5396,B-26199-92014,24-09-2020,29-09-2020,2:32 PM,12:08 PM,Second Class,Robert Hemsworth,Bank Transfer,5,TOB-1034,FOD-4104,181.95,3,0,38.2095
5652,B-76260-9209,24-09-2020,24-09-2020,9:58 AM,10:22 AM,Same Day,John Wick,Bank Transfer,1,FOW-0886,KCS-9195,94.74,3,0,44.5278
5653,C-64336-9209,24-09-2020,24-09-2020,9:30 AM,5:31 PM,Same Day,Dave Brockman,Credit card,3,BWW-0998,JCB-5229,17.22,5,70,-12.628
5654,D-75344-92010,24-09-2020,24-09-2020,10:40 AM,12:36 PM,Same Day,Tom Renner,Debit Card,2,PWW-0192,EIC-1982,5.344,2,20,0.668
5655,C-84131-92017,24-09-2020,24-09-2020,5:30 PM,4:49 PM,Same Day,Chris Jr,Credit card,3,WOW-0141,WPP-4399,83.42,2,0,24.1918
5866,B-82776-92012,24-09-2020,29-09-2020,12:12 PM,12:28 PM,Standard Class,John Wick,Bank Transfer,2,NMN-0078,TAP-4410,1212.96,7,20,90.972
18,C-63323-92016,25-09-2020,30-09-2020,4:45 PM,3:12 PM,Standard Class,Dave Brockman,Cash,4,AMB-0791,EWS-8300,35.232,3,20,11.4504
1002,C-26445-92013,25-09-2020,28-09-2020,1:26 PM,12:18 PM,Second Class,John McCarthy,Credit card,2,POM-0997,RAH-5741,186.54,3,0,41.0388
1446,C-67486-92017,25-09-2020,01-10-2020,5:30 PM,1:12 PM,Standard Class,Chris Jr,Credit card,5,AWB-0473,WPP-4399,23.32,2,0,6.0632
3303,B-22470-92013,25-09-2020,29-09-2020,1:50 PM,2:32 PM,Standard Class,Tom Renner,Bank Transfer,1,HMP-0504,AAM-4380,8.26,2,0,3.8822
3790,D-32382-92015,25-09-2020,29-09-2020,3:32 PM,4:33 PM,Standard Class,Dave Brockman,Debit Card,4,PMR-0207,LFM-3904,17.496,3,60,-10.0602
3791,C-63491-92015,25-09-2020,29-09-2020,3:55 PM,2:50 PM,Standard Class,Dave Brockman,Cash,2,TWP-0864,EWS-8300,245.646,3,10,8.1882
